city,sample
bielefeld,462_5764
bielefeld,467_5756
bielefeld,458_5758
bielefeld,467_5752
bielefeld,462_5768
bielefeld,472_5754
bochum,376_5707
bochum,369_5699
bochum,376_5703
bochum,383_5703
bochum,383_5707
bochum,382_5703
bochum,382_5707
bochum,377_5707
bochum,377_5703
bochum,369_5700
bochum,380_5707
bochum,369_5704
bochum,380_5703
bochum,375_5703
bochum,376_5696
bochum,375_5707
bochum,374_5703
bochum,374_5707
bochum,381_5707
bochum,381_5703
bochum,368_5704
bochum,371_5707
bochum,371_5703
bochum,378_5702
bochum,384_5703
bochum,378_5706
bochum,385_5703
bochum,379_5702
bochum,379_5706
bochum,370_5707
bochum,370_5703
bochum,378_5697
bochum,372_5703
bochum,372_5707
bochum,373_5703
bochum,373_5707
bochum,378_5703
bochum,384_5702
bochum,384_5706
bochum,378_5707
bochum,372_5697
bochum,371_5706
bochum,371_5702
bochum,370_5706
bochum,373_5697
bochum,370_5702
bochum,385_5702
bochum,379_5703
bochum,379_5707
bochum,372_5702
bochum,371_5697
bochum,372_5706
bochum,373_5702
bochum,373_5706
bochum,383_5702
bochum,383_5706
bochum,375_5697
bochum,376_5706
bochum,376_5702
bochum,377_5706
bochum,374_5697
bochum,377_5702
bochum,382_5702
bochum,382_5706
bochum,375_5702
bochum,376_5697
bochum,375_5706
bochum,369_5701
bochum,380_5706
bochum,369_5705
bochum,380_5702
bochum,381_5706
bochum,381_5702
bochum,368_5705
bochum,374_5702
bochum,374_5706
bochum,377_5697
bochum,370_5704
bochum,370_5700
bochum,379_5709
bochum,373_5699
bochum,379_5701
bochum,379_5705
bochum,385_5704
bochum,378_5701
bochum,372_5699
bochum,384_5704
bochum,378_5705
bochum,371_5704
bochum,378_5709
bochum,371_5700
bochum,370_5699
bochum,373_5700
bochum,379_5698
bochum,373_5704
bochum,378_5698
bochum,372_5700
bochum,372_5704
bochum,371_5699
bochum,372_5708
bochum,377_5704
bochum,377_5700
bochum,382_5708
bochum,377_5708
bochum,374_5699
bochum,382_5704
bochum,375_5699
bochum,376_5708
bochum,383_5704
bochum,376_5704
bochum,380_5699
bochum,376_5700
bochum,368_5703
bochum,381_5704
bochum,374_5708
bochum,377_5699
bochum,381_5700
bochum,381_5708
bochum,374_5700
bochum,374_5704
bochum,375_5700
bochum,380_5708
bochum,375_5704
bochum,380_5704
bochum,369_5703
bochum,380_5700
bochum,376_5699
bochum,375_5708
bochum,377_5709
bochum,374_5698
bochum,382_5701
bochum,382_5705
bochum,377_5705
bochum,382_5709
bochum,377_5701
bochum,376_5705
bochum,376_5701
bochum,380_5698
bochum,383_5709
bochum,383_5701
bochum,375_5698
bochum,376_5709
bochum,383_5705
bochum,374_5701
bochum,381_5709
bochum,374_5705
bochum,368_5702
bochum,381_5705
bochum,381_5701
bochum,374_5709
bochum,377_5698
bochum,380_5705
bochum,369_5702
bochum,376_5698
bochum,375_5709
bochum,380_5701
bochum,380_5709
bochum,375_5701
bochum,375_5705
bochum,381_5710
bochum,373_5698
bochum,379_5700
bochum,379_5704
bochum,385_5705
bochum,370_5705
bochum,370_5701
bochum,379_5708
bochum,371_5705
bochum,378_5708
bochum,371_5701
bochum,378_5700
bochum,384_5701
bochum,372_5698
bochum,384_5705
bochum,378_5704
bochum,373_5701
bochum,379_5699
bochum,373_5705
bochum,382_5710
bochum,370_5698
bochum,371_5698
bochum,378_5699
bochum,372_5701
bochum,372_5705
bonn,363_5613
bonn,363_5617
bonn,373_5623
bonn,366_5625
bonn,366_5621
bonn,367_5625
bonn,372_5623
bonn,367_5621
bonn,362_5613
bonn,362_5617
bonn,365_5621
bonn,369_5612
bonn,370_5623
bonn,369_5616
bonn,365_5625
bonn,360_5617
bonn,360_5613
bonn,361_5617
bonn,361_5613
bonn,368_5612
bonn,364_5621
bonn,364_5625
bonn,368_5616
bonn,371_5623
bonn,368_5620
bonn,371_5615
bonn,364_5613
bonn,364_5617
bonn,368_5624
bonn,361_5625
bonn,371_5619
bonn,361_5621
bonn,370_5619
bonn,360_5621
bonn,365_5613
bonn,370_5615
bonn,369_5620
bonn,369_5624
bonn,365_5617
bonn,362_5621
bonn,362_5625
bonn,372_5619
bonn,367_5617
bonn,372_5611
bonn,372_5615
bonn,367_5613
bonn,366_5617
bonn,366_5613
bonn,363_5621
bonn,363_5625
bonn,361_5624
bonn,371_5618
bonn,361_5620
bonn,371_5614
bonn,368_5621
bonn,364_5612
bonn,364_5616
bonn,368_5625
bonn,365_5612
bonn,369_5621
bonn,370_5614
bonn,369_5625
bonn,365_5616
bonn,370_5618
bonn,367_5616
bonn,372_5614
bonn,367_5612
bonn,362_5620
bonn,362_5624
bonn,363_5620
bonn,363_5624
bonn,366_5616
bonn,373_5622
bonn,366_5624
bonn,366_5620
bonn,363_5612
bonn,363_5616
bonn,362_5612
bonn,362_5616
bonn,367_5624
bonn,372_5622
bonn,367_5620
bonn,360_5616
bonn,365_5620
bonn,369_5613
bonn,369_5617
bonn,370_5622
bonn,365_5624
bonn,368_5613
bonn,364_5620
bonn,364_5624
bonn,371_5622
bonn,368_5617
bonn,361_5616
bonn,361_5612
bonn,370_5616
bonn,369_5623
bonn,370_5612
bonn,365_5614
bonn,365_5618
bonn,361_5622
bonn,364_5618
bonn,368_5623
bonn,371_5616
bonn,364_5614
bonn,371_5612
bonn,366_5618
bonn,363_5622
bonn,363_5626
bonn,373_5612
bonn,366_5614
bonn,367_5614
bonn,372_5612
bonn,362_5622
bonn,367_5618
bonn,362_5610
bonn,362_5614
bonn,367_5626
bonn,372_5620
bonn,362_5618
bonn,367_5622
bonn,366_5626
bonn,366_5622
bonn,363_5618
bonn,363_5610
bonn,363_5614
bonn,361_5618
bonn,364_5622
bonn,368_5615
bonn,371_5620
bonn,361_5614
bonn,368_5619
bonn,360_5614
bonn,369_5619
bonn,365_5622
bonn,360_5618
bonn,370_5624
bonn,370_5620
bonn,369_5615
bonn,372_5621
bonn,362_5619
bonn,367_5623
bonn,362_5611
bonn,362_5615
bonn,363_5611
bonn,363_5615
bonn,373_5621
bonn,366_5623
bonn,363_5619
bonn,361_5615
bonn,368_5618
bonn,361_5611
bonn,361_5619
bonn,364_5623
bonn,371_5621
bonn,368_5614
bonn,365_5623
bonn,360_5619
bonn,369_5614
bonn,370_5621
bonn,360_5615
bonn,369_5618
bonn,365_5619
bonn,369_5622
bonn,370_5617
bonn,370_5613
bonn,365_5615
bonn,371_5617
bonn,368_5622
bonn,364_5611
bonn,364_5615
bonn,368_5626
bonn,371_5613
bonn,361_5623
bonn,364_5619
bonn,373_5613
bonn,366_5615
bonn,366_5619
bonn,363_5623
bonn,362_5623
bonn,367_5619
bonn,367_5615
bonn,372_5613
borken,344_5740
borken,351_5746
borken,355_5753
borken,351_5742
borken,344_5744
borken,344_5748
borken,349_5750
borken,348_5750
borken,345_5748
borken,350_5746
borken,345_5740
borken,345_5744
borken,350_5742
borken,354_5753
borken,347_5748
borken,356_5753
borken,352_5742
borken,347_5744
borken,347_5740
borken,352_5746
borken,346_5744
borken,353_5742
borken,353_5746
borken,346_5740
borken,346_5748
borken,356_5746
borken,347_5751
borken,343_5744
borken,352_5753
borken,346_5751
borken,353_5753
borken,349_5741
borken,349_5745
borken,351_5753
borken,355_5742
borken,349_5749
borken,355_5746
borken,344_5751
borken,354_5742
borken,350_5753
borken,345_5751
borken,354_5746
borken,348_5749
borken,348_5741
borken,348_5745
borken,347_5750
borken,343_5745
borken,352_5752
borken,346_5750
borken,353_5752
borken,351_5752
borken,355_5743
borken,349_5748
borken,355_5747
borken,349_5740
borken,349_5744
borken,348_5744
borken,354_5743
borken,350_5752
borken,345_5750
borken,354_5747
borken,348_5748
borken,349_5751
borken,344_5741
borken,351_5747
borken,355_5752
borken,351_5743
borken,344_5745
borken,350_5747
borken,345_5741
borken,345_5745
borken,350_5743
borken,354_5752
borken,348_5751
borken,345_5749
borken,356_5752
borken,352_5743
borken,347_5745
borken,347_5741
borken,352_5747
borken,347_5749
borken,346_5749
borken,346_5745
borken,353_5743
borken,353_5747
borken,346_5741
borken,346_5752
borken,353_5754
borken,353_5750
borken,352_5754
borken,347_5752
borken,356_5741
borken,352_5750
borken,348_5742
borken,354_5749
borken,348_5746
borken,350_5750
borken,354_5741
borken,345_5752
borken,350_5754
borken,352_5739
borken,354_5745
borken,355_5741
borken,351_5750
borken,353_5739
borken,355_5745
borken,351_5754
borken,344_5752
borken,349_5742
borken,349_5746
borken,355_5749
borken,354_5754
borken,350_5745
borken,356_5739
borken,345_5743
borken,345_5747
borken,354_5750
borken,350_5741
borken,350_5749
borken,348_5753
borken,351_5749
borken,349_5753
borken,344_5743
borken,351_5745
borken,355_5754
borken,351_5741
borken,355_5750
borken,344_5747
borken,353_5749
borken,346_5747
borken,353_5741
borken,353_5745
borken,355_5739
borken,346_5743
borken,352_5741
borken,347_5747
borken,347_5743
borken,352_5745
borken,354_5739
borken,352_5749
borken,350_5748
borken,348_5752
borken,354_5755
borken,356_5738
borken,350_5744
borken,345_5742
borken,345_5746
borken,354_5751
borken,350_5740
borken,344_5742
borken,351_5744
borken,351_5740
borken,355_5751
borken,344_5746
borken,351_5748
borken,349_5752
borken,346_5746
borken,353_5740
borken,355_5738
borken,353_5744
borken,346_5742
borken,353_5748
borken,352_5748
borken,352_5740
borken,347_5746
borken,347_5742
borken,354_5738
borken,352_5744
borken,346_5753
borken,353_5755
borken,353_5751
borken,352_5755
borken,347_5753
borken,356_5740
borken,352_5751
borken,350_5751
borken,354_5740
borken,345_5753
borken,354_5744
borken,352_5738
borken,348_5743
borken,354_5748
borken,348_5747
borken,349_5743
borken,349_5747
borken,355_5748
borken,355_5740
borken,351_5751
borken,355_5744
borken,353_5738
borken,344_5753
bottrop,356_5721
bottrop,353_5717
bottrop,353_5713
bottrop,352_5717
bottrop,352_5713
bottrop,357_5721
bottrop,360_5709
bottrop,350_5717
bottrop,359_5712
bottrop,355_5721
bottrop,354_5721
bottrop,358_5712
bottrop,351_5713
bottrop,351_5717
bottrop,359_5707
bottrop,354_5717
bottrop,354_5713
bottrop,358_5720
bottrop,355_5717
bottrop,359_5720
bottrop,355_5713
bottrop,358_5707
bottrop,357_5713
bottrop,361_5710
bottrop,357_5717
bottrop,352_5721
bottrop,353_5721
bottrop,356_5713
bottrop,356_5717
bottrop,360_5710
bottrop,354_5716
bottrop,354_5712
bottrop,358_5721
bottrop,351_5720
bottrop,355_5716
bottrop,359_5721
bottrop,355_5712
bottrop,352_5720
bottrop,357_5712
bottrop,361_5711
bottrop,356_5712
bottrop,356_5716
bottrop,360_5711
bottrop,360_5719
bottrop,353_5720
bottrop,353_5716
bottrop,357_5707
bottrop,353_5712
bottrop,356_5720
bottrop,357_5720
bottrop,360_5708
bottrop,356_5707
bottrop,352_5716
bottrop,352_5712
bottrop,355_5720
bottrop,350_5716
bottrop,354_5707
bottrop,355_5707
bottrop,351_5716
bottrop,358_5717
bottrop,354_5720
bottrop,358_5713
bottrop,355_5718
bottrop,355_5714
bottrop,358_5708
bottrop,355_5710
bottrop,354_5714
bottrop,354_5710
bottrop,359_5708
bottrop,354_5718
bottrop,356_5710
bottrop,356_5714
bottrop,353_5722
bottrop,356_5718
bottrop,357_5718
bottrop,352_5722
bottrop,353_5709
bottrop,357_5710
bottrop,357_5722
bottrop,356_5709
bottrop,352_5718
bottrop,352_5714
bottrop,353_5714
bottrop,353_5710
bottrop,353_5718
bottrop,357_5709
bottrop,356_5722
bottrop,360_5721
bottrop,358_5719
bottrop,351_5714
bottrop,355_5709
bottrop,354_5722
bottrop,351_5718
bottrop,358_5711
bottrop,359_5711
bottrop,355_5722
bottrop,354_5709
bottrop,359_5719
bottrop,352_5715
bottrop,352_5711
bottrop,356_5708
bottrop,357_5723
bottrop,352_5719
bottrop,353_5719
bottrop,356_5723
bottrop,357_5708
bottrop,360_5720
bottrop,353_5715
bottrop,353_5711
bottrop,355_5708
bottrop,351_5719
bottrop,358_5710
bottrop,358_5718
bottrop,351_5715
bottrop,359_5718
bottrop,350_5715
bottrop,359_5710
bottrop,354_5708
bottrop,355_5723
bottrop,355_5715
bottrop,359_5722
bottrop,358_5709
bottrop,355_5711
bottrop,349_5716
bottrop,355_5719
bottrop,354_5719
bottrop,354_5715
bottrop,354_5711
bottrop,359_5709
bottrop,358_5722
bottrop,356_5719
bottrop,356_5711
bottrop,356_5715
bottrop,360_5712
bottrop,357_5711
bottrop,357_5719
dortmund,393_5707
dortmund,386_5705
dortmund,397_5712
dortmund,400_5708
dortmund,393_5703
dortmund,404_5711
dortmund,400_5704
dortmund,386_5709
dortmund,405_5711
dortmund,387_5709
dortmund,401_5704
dortmund,392_5707
dortmund,396_5716
dortmund,392_5703
dortmund,401_5708
dortmund,396_5712
dortmund,387_5705
dortmund,388_5711
dortmund,403_5704
dortmund,385_5709
dortmund,399_5706
dortmund,399_5702
dortmund,388_5715
dortmund,385_5705
dortmund,403_5708
dortmund,394_5712
dortmund,390_5703
dortmund,394_5716
dortmund,390_5707
dortmund,391_5703
dortmund,395_5712
dortmund,402_5708
dortmund,384_5705
dortmund,391_5707
dortmund,395_5716
dortmund,398_5706
dortmund,384_5709
dortmund,402_5704
dortmund,389_5711
dortmund,389_5715
dortmund,398_5702
dortmund,385_5710
dortmund,390_5716
dortmund,388_5708
dortmund,394_5707
dortmund,390_5712
dortmund,394_5703
dortmund,385_5714
dortmund,403_5711
dortmund,388_5704
dortmund,399_5713
dortmund,398_5713
dortmund,389_5704
dortmund,402_5711
dortmund,389_5700
dortmund,402_5715
dortmund,395_5707
dortmund,389_5708
dortmund,395_5703
dortmund,391_5712
dortmund,382_5709
dortmund,400_5715
dortmund,400_5711
dortmund,404_5708
dortmund,393_5712
dortmund,397_5703
dortmund,386_5714
dortmund,386_5710
dortmund,393_5716
dortmund,397_5707
dortmund,383_5705
dortmund,387_5714
dortmund,396_5703
dortmund,392_5712
dortmund,405_5708
dortmund,396_5707
dortmund,387_5710
dortmund,401_5715
dortmund,383_5709
dortmund,401_5711
dortmund,403_5710
dortmund,388_5705
dortmund,399_5712
dortmund,388_5701
dortmund,385_5711
dortmund,388_5709
dortmund,390_5717
dortmund,394_5706
dortmund,390_5713
dortmund,394_5702
dortmund,385_5715
dortmund,395_5706
dortmund,396_5697
dortmund,389_5709
dortmund,384_5715
dortmund,395_5702
dortmund,391_5713
dortmund,398_5712
dortmund,389_5705
dortmund,402_5710
dortmund,389_5701
dortmund,402_5714
dortmund,393_5713
dortmund,404_5709
dortmund,397_5702
dortmund,386_5715
dortmund,386_5711
dortmund,394_5697
